id,PS_1
562,114.0909091
563,112.7818182
564,112.0909091
565,118.875
566,120.05
567,117.7272727
568,117.25
569,119.6666667
570,118.5151515
571,115.4848485
572,116.8
573,117.0909091
574,115.9818182
575,115.9642857
576,117.2916667
577,104.6666667
578,106.2857143
579,104.4117647
580,103.952381
581,106.3333333
582,106.7272727
583,105.95
584,106.6538462
585,105.5172414
586,105.1944444
587,106.4
588,105.5
589,102.8666667
590,105.0606061
591,103.9
592,103.6315789
593,104.6818182
594,101.9333333
595,99.63333333
596,100.5
597,98.70588235
598,97
599,98.375
600,96.86666667
601,97.93939394
602,98.96875
603,96.73684211
604,94.85714286
605,103
606,101.75
607,100.5609756
608,101.3
609,102.4634146
610,100.0714286
611,100.8148148
612,92.2173913
613,92.93548387
614,92.2
615,110.55
616,111.8409091
617,111.5333333
618,110.1666667
619,109.725
620,110.7647059
621,108.8333333
622,108.5517241
623,107.1111111
624,109.3863636
625,106.6333333
626,108.4375
627,107.6363636
628,108.9090909
629,103.9069767
630,105.075
631,106
632,104.6333333
633,103.5
634,103.1578947
635,104.275
636,106.8636364
637,108.175
638,109.3863636
639,108.8636364
640,107.6
641,110.1590909
642,109.8484848
643,106.4
644,106
645,104.7575758
646,107.2424242
647,105.525
648,104.2954545
649,106.3409091
650,112.775
651,115.3
652,114.0909091
653,113.6363636
654,112.3
655,114.8333333
656,110.6818182
657,109.4
658,109
659,110.25
660,111.3863636
661,108.4333333
662,109.7272727
663,111
664,97.52272727
665,98.36363636
666,99.63333333
667,99.20512821
668,97.93181818
669,97.6875
670,96.5
671,95
672,96.25
673,95.68181818
674,96.90909091
675,94.58064516
676,94.27586207
677,95.2
678,103.0666667
679,101.6969697
680,103.8636364
681,102.625
682,103.3939394
683,100.8787879
684,102.2333333
685,99.63636364
686,100.925
687,99.21212121
688,100.6
689,100.05
690,101.3636364
691,98.81818182
692,96.25
693,98.31818182
694,97.025
695,95.81818182
696,95.42424242
697,96.63333333
698,97.90909091
699,104.375
700,103.95
701,102.6136364
702,105.1363636
703,103.375
704,104.6818182
705,104.2424242
706,99.22727273
707,103.1590909
708,100.5909091
709,101.825
710,100.1818182
711,101.45
712,102.2045455
713,87.27586207
714,86.15384615
715,90.82758621
716,92.12121212
717,90.5
718,91.77272727
719,89.55555556
720,91.27272727
721,93.825
722,96.3
723,96
724,94.66666667
725,93.43333333
726,93.025
727,94.29545455
728,89.71794872
729,89.19512195
730,88.13043478
731,89.88888889
732,87.48275862
733,88.54166667
734,88.52173913
735,92.25
736,93.59090909
737,90.51282051
738,91.75
739,93.04545455
740,92.56818182
741,91.325
742,96.06818182
743,94.775
744,97.3
745,95.52272727
746,94.35
747,96.85
748,95.13636364
749,91.95
750,90.18181818
751,88.92307692
752,91.425
753,87.78787879
754,88.83333333
755,91.025
756,97.45454545
757,98.25
758,96.93181818
759,95.75
760,95.325
761,97.8
762,96.5
763,91.59090909
764,92.93548387
765,94.16666667
766,91.42857143
767,92.5
768,93.75
769,93.26666667
770,90
771,89.90909091
772,90.91666667
773,90.56
774,90.16666667
775,95.475
776,92.525
777,95.05
778,93.77272727
779,93.31818182
780,94.575
781,92.05
782,89.62068966
783,107.225
784,108.5227273
785,105.5757576
786,106.8666667
787,108.0909091
788,107.6590909
789,105.25
790,110.225
791,111.5227273
792,112.8181818
793,111.0454545
794,109.725
795,110.6363636
796,112
797,109.5227273
798,106.9772727
799,108.2
800,107.8
801,108.9772727
802,106.4545455
803,106.0227273
804,105.2
805,104
806,106.5
807,104.7333333
808,107.3333333
809,106.0909091
810,105.6136364
811,112.8636364
812,109.9090909
813,111.1333333
814,113.7575758
815,112.4545455
816,111.9545455
817,110.65
818,109.55
819,108.3181818
820,110.7727273
821,110.3181818
822,107.7954545
823,109.025
824,108.6333333
825,115.1136364
826,113.8181818
827,112.025
828,113.2954545
829,114.6363636
830,114.1363636
831,111.625
832,100.1590909
833,97.15151515
834,98.46666667
835,98.05
836,96.72727273
837,98.79545455
838,97.525
839,101.9318182
840,101.4545455
841,102.65
842,101.030303
843,99.75757576
844,102.3333333
845,103.5757576
846,101.0909091
847,99.825
848,98.11363636
849,99.35
850,100.6136364
851,97.52272727
852,98.825
853,107.9090909
854,105.3863636
855,107.4318182
856,106.175
857,106.9545455
858,104.4545455
859,105.675
860,103.3181818
861,104.125
862,102.9090909
863,103.675
864,104.9772727
865,102.4772727
866,103.2
867,102.5
868,100.825
869,99.5
870,100.35
871,99.06818182
872,101.5681818
873,98.52272727
874,103.5
875,104.3181818
876,105.575
877,103.8863636
878,105.075
879,102.0454545
880,104.625
881,110.975
882,111.7045455
883,110.5
884,109.2727273
885,108.7954545
886,109.975
887,111.1818182
888,113.95
889,114.7727273
890,116.0681818
891,113.5
892,113.075
893,114.3181818
894,112.525
895,107.7
896,108.8636364
897,107.1
898,108.3863636
899,109.7272727
900,105.9318182
901,106.625
902,119.0454545
903,116.5681818
904,117.4
905,118.5681818
906,115.6136364
907,118.1590909
908,116.875
909,113.7272727
910,112.45
911,111.9
912,110.1590909
913,112.7045455
914,111.475
915,112.2954545
916,114.925
917,116.25
918,113.2045455
919,117.1136364
920,115.7272727
921,114.475
922,115.2272727
923,108.6
924,111.1136364
925,108.075
926,106.8636364
927,110.6136364
928,109.3863636
929,106.3409091
930,95.47727273
931,93.65909091
932,95
933,93.13636364
934,94.5
935,94
936,92.72727273
937,91.65909091
938,90.4
939,89.875
940,92.425
941,91.15909091
942,90.65909091
943,89.37837838
944,98.47727273
945,97.175
946,96.65
947,99.175
948,97.97727273
949,98.775
950,96.2
951,95.13636364
952,93.825
953,96.34090909
954,94.63636364
955,95.95454545
956,94.18181818
957,92.9
958,98.15
959,99.40909091
960,100.675
961,97.6
962,98.86363636
963,100.25
964,99.75
965,94.35
966,93.04545455
967,92.56818182
968,91.375
969,93.375
970,92.09090909
971,90.8
972,97.86363636
973,96.5
974,98.575
975,96.06818182
976,97.36363636
977,95.52272727
978,96.93181818
979,102.225
980,100.9772727
981,103.0681818
982,101.8
983,100.5
984,100.0454545
985,101.275
986,105.75
987,106.55
988,107.7954545
989,105.2727273
990,106.1
991,104.7272727
992,107.2727273
993,109.975
994,108.3181818
995,109.55
996,110.7727273
997,110.3181818
998,109.025
999,109.8636364
1000,102.4772727
1001,103.2
1002,101.9318182
1003,104.4545455
1004,104
1005,101.4545455
1006,102.65
1007,107.1818182
1008,106.6818182
1009,107.975
1010,106.2045455
1011,107.525
1012,104.9772727
1013,107
1014,105.9318182
1015,103.3181818
1016,104.625
1017,105.3863636
1018,104.125
1019,102.9090909
1020,103.675
1021,109.54
1022,110.6727273
1023,108.925
1024,107.75
1025,106.3409091
1026,108.425
1027,109.7272727
1028,117.1590909
1029,118.5
1030,114.6363636
1031,118.0227273
1032,116.7272727
1033,115.425
1034,117.5909091
1035,112.5909091
1036,113.875
1037,113.35
1038,112.0909091
1039,112.9
1040,114.1363636
1041,111.7045455
1042,120.7
1043,119
1044,120.15
1045,121.4545455
1046,120.9545455
1047,119.725
1048,119.2
1049,119.9090909
1050,118.1590909
1051,116.875
1052,116.45
1053,117.6818182
1054,115.1136364
1055,115.925
1056,110.975
1057,113.5681818
1058,111.7045455
1059,110.5
1060,109.2727273
1061,108.7954545
1062,111.1818182
1063,115.3
1064,114
1065,116.0681818
1066,114.825
1067,115.6136364
1068,114.375
1069,113.1363636
1070,120.8909091
1071,118.4
1072,119.6181818
1073,119.0454545
1074,117.875
1075,118.5681818
1076,117.4
1077,111.3
1078,109.8
1079,114.7857143
1080,113.9705882
1081,112.7777778
1082,113.6451613
1083,112.2333333
1084,112.1818182
1085,113.625
1086,109.4074074
1087,110.2
1088,107.4
1089,110
1090,109.3125
1091,120.3030303
1092,119.8837209
1093,122.25
1094,121.2571429
1095,120.5555556
1096,119.5217391
1097,123.3
1098,123.7142857
1099,116.3461538
1100,118.2173913
1101,115.9285714
1102,117.0606061
1103,116.6363636
1104,117.5555556
1105,115.125
1106,115.2727273
1107,112.4848485
1108,113.5454545
1109,114.8571429
1110,114.48
1111,113.2258065
1112,112.1333333
1113,117.05
1114,118.3414634
1115,118.9666667
1116,117.8181818
1117,116.5333333
1118,118.7
1119,117.4545455
1120,116.2121212
1121,114.8181818
1122,113.125
1123,114.4318182
1124,115.7272727
1125,112.7
1126,113.9393939
1127,118.325
1128,120.3157895
1129,119.0909091
1130,117.85
1131,117.4482759
1132,120.1666667
1133,118.5909091
1134,113.2045455
1135,111.95
1136,111.5
1137,112.7272727
1138,110.9666667
1139,112.3333333
1140,113.6333333
1141,117.4242424
1142,115.7272727
1143,117.0454545
1144,114.45
1145,115.2727273
1146,116.6363636
1147,113.975
1148,121.0909091
1149,122
1150,119.45
1151,120.6818182
1152,121.9189189
1153,121.6363636
1154,122.9333333
1155,122.4545455
1156,121.2
1157,124.6333333
1158,123.4594595
1159,122.137931
1160,121.2
1161,125.0689655
1162,119.125
1163,121.675
1164,120.3409091
1165,118.7333333
1166,119.8787879
1167,120.775
1168,119.5681818
1169,118.75
1170,116.15
1171,117.0606061
1172,118.2727273
1173,117.9545455
1174,116.5909091
1175,116.1818182
1176,122
1177,121.7777778
1178,122.7575758
1179,123.7058824
1180,120.3125
1181,121.2272727
1182,119.95
1183,119.6
1184,120.8181818
1185,115.3863636
1186,113.625
1187,114.8863636
1188,112.4090909
1189,115.7333333
1190,113.2666667
1191,114.4545455
1192,120.030303
1193,117.2
1194,119.6590909
1195,118.3863636
1196,119.1363636
1197,117.9090909
1198,117.4545455
1199,116.2727273
1200,114.9666667
1201,114.575
1202,115.8409091
1203,113.3636364
1204,116.6
1205,114.1
1206,127.8974359
1207,127.2857143
1208,121.4285714
1209,121.2608696
1210,121.5714286
1211,120.85
1212,119.6590909
1213,120.9545455
1214,118.45
1215,119.1590909
1216,120.5
1217,118.7878788
1218,117.5333333
1219,116.45
1220,117.6818182
1221,117.1590909
1222,115.925
1223,116.7272727
1224,117.95
1225,115.425
1226,123.2
1227,123.875
1228,122.6923077
1229,122.2258065
1230,121.0681818
1231,119.375
1232,121.9772727
1233,120.6363636
1234,121.4545455
1235,120.0909091
1236,118.95
1237,126.7
1238,124.2
1239,123.575
1240,126.25
1241,124.9545455
1242,124.5227273
1243,125.6666667
1244,122.0681818
1245,123.3863636
1246,120.325
1247,121.6136364
1248,122.9318182
1249,119.825
1250,122.3863636
1251,127.5454545
1252,128.2173913
1253,127.7
1254,125.15
1255,126.4545455
1256,127.225
1257,124.6
1258,125.9545455
1259,125.4772727
1260,120.5
1261,118.725
1262,120.0454545
1263,119.5
1264,118.375
1265,120.75
1266,117.875
1267,123.5227273
1268,121.7
1269,124.3181818
1270,122.9545455
1271,121.3
1272,122.5909091
1273,123.8863636
1274,128.8
1275,127.9069767
1276,126.55
1277,126.125
1278,127.2058824
1279,125.625
1280,126.9090909
1281,123.2
1282,124.5227273
1283,123.9772727
1284,125.3409091
1285,122.7
1286,122.325
1287,124.8863636
1288,122.9318182
1289,120.3636364
1290,124.2
1291,121.1
1292,122.3863636
1293,119.4318182
1294,121.9772727
1295,131.08
1296,129.2727273
1297,128.025
1298,127.525
1299,128.7727273
1300,128.2954545
1301,127.075
1302,129.3461538
1303,127.3272727
1304,125.4772727
1305,126.7727273
1306,123.575
1307,124.9545455
1308,126.3181818
1309,125.8409091
1310,132.8409091
1311,132.2978723
1312,130.5
1313,131.4444444
1314,130.0769231
1315,129.575
1316,130.8409091
1317,132.075
1318,130.3863636
1319,129.025
1320,128.58
1321,129.7818182
1322,125.75
1323,127.0454545
1324,126.5909091
1325,127.8863636
1326,125.275
1327,124.66
1328,126
1329,133.8823529
1330,133.5238095
1331,133.1875
1332,131.6
1333,124.24
1334,126.74
1335,126.25
1336,125.0454545
1337,123.7
1338,122.4772727
1339,124.4318182
1340,129.8636364
1341,128.5227273
1342,129.2909091
1343,128.0545455
1344,128.7727273
1345,127.4772727
1346,128.2727273
1347,134.65
1348,135.825
1349,138.1666667
1350,136.4528302
1351,135.975
1352,138.1363636
1353,139.3235294
1354,136.85
1355,138.9636364
1356,137.6181818
1357,137.0909091
1358,131.125
1359,130.6
1360,131.8545455
1361,133.08
1362,132.625
1363,131.2727273
1364,130.025
1365,132.175
1366,133.4090909
1367,132.9636364
1368,134.22
1369,131.7
1370,132.3636364
1371,133.625
1372,130.9545455
1373,128.4
1374,129.6363636
1375,129.0909091
1376,130.4363636
1377,127.82
1378,127.325
1379,136.34
1380,133.3
1381,134.5681818
1382,134
1383,132.76
1384,135.28
1385,134.725
1386,131.2181818
1387,132
1388,130.75
1389,129.475
1390,130.1636364
1391,131.4727273
1392,128.84
1393,137.42
1394,136.2181818
1395,134.86
1396,135.5681818
1397,134.4
1398,135.0545455
1399,133.86
1400,132.3090909
1401,133.6363636
1402,130.55
1403,133.0681818
1404,131.7954545
1405,129.98
1406,132.6363636
1407,138.52
1408,142.2894737
1409,139.2272727
1410,140.4482759
1411,139.5833333
1412,138.6666667
1413,142.88
1414,144.1428571
1415,144.04
1416,145.8333333
1417,145.3090909
1418,144.7272727
1419,145.6153846
1420,143.425
1421,130.9090909
1422,131.625
1423,129.1
1424,127.8181818
1425,130.3636364
1426,128.52
1427,131.06
1428,136.52
1429,139.14
1430,135.98
1431,137.2363636
1432,137.95
1433,136.7045455
1434,135.475
1435,134
1436,132.76
1437,132.14
1438,133.3636364
1439,134.7454545
1440,132.9090909
1441,134.2272727
1442,139.675
1443,140.8636364
1444,142.2272727
1445,141.6545455
1446,140.3636364
1447,141.1272727
1448,139.8
1449,136.9818182
1450,136.4181818
1451,135.0545455
1452,135.8863636
1453,134.5681818
1454,133.3
1455,135.3454545
1456,138.24
1457,137.66
1458,140.18
1459,138.9636364
1460,137.15
1461,138.3863636
1462,137.8363636
1463,131.92
1464,133.1272727
1465,130.6545455
1466,134.44
1467,132.6363636
1468,133.86
1469,131.28
1470,85.8
1471,88.61363636
1472,88.1627907
1473,85.64516129
1474,86.79310345
1475,86.42857143
1476,86.44736842
1477,85.875
1478,90.02272727
1479,89.59090909
1480,88.33333333
1481,86.88461538
1482,89.11363636
1483,87.73529412
1484,87.42105263
1485,86.68181818
1486,85.37837838
1487,86.24390244
1488,85.88
1489,91.06818182
1490,88.475
1491,87.975
1492,89.22727273
1493,90.56818182
1494,88.73809524
1495,87.5
1496,92.8
1497,91.47727273
1498,94
1499,93.59090909
1500,92.325
1501,94.775
1502,91.8
1503,84.04545455
1504,102.125
1505,100.8636364
1506,99.125
1507,100.4090909
1508,101.625
1509,101.15
1510,99.88636364
1511,93.7
1512,95
1513,93.225
1514,94.5
1515,91.97727273
1516,95.75
1517,95.325
1518,98.05454545
1519,99.30909091
1520,96.2
1521,98.86363636
1522,97.45454545
1523,96.93181818
1524,98.27272727
1525,100.62
1526,103.16
1527,101.8909091
1528,101.3409091
1529,100.075
1530,102.55
1531,99.6
1532,95.35
1533,96.5
1534,96.06818182
1535,94.825
1536,94.32
1537,95.52727273
1538,96.72
1539,99.52272727
1540,100.9090909
1541,99.02272727
1542,100.4090909
1543,97.3
1544,99.93181818
1545,98.56818182
1546,104.65
1547,101.65
1548,102.8409091
1549,104.175
1550,101.175
1551,102.4318182
1552,103.7
1553,86.375
1554,87.68181818
1555,85.18421053
1556,85.8
1557,84.76666667
1558,87.13636364
1559,84.46666667
1560,92.5
1561,91.15909091
1562,89.375
1563,90.65909091
1564,90.18181818
1565,88.9
1566,89.68181818
1567,85.27272727
1568,85.93548387
1569,85
1570,84.46666667
1571,89.18181818
1572,88.61363636
1573,87.42857143
1574,89.875
1575,86.875
1576,85.60465116
1577,88.15909091
1578,91.475
1579,92.20454545
1580,90.95
1581,93.54545455
1582,93.01818182
1583,91.72727273
1584,90.46
1585,88.9
1586,87.70454545
1587,90.15909091
1588,88.45
1589,89.70454545
1590,87.86
1591,86.61111111
1592,92.48
1593,93.72727273
1594,93.15909091
1595,94.5
1596,91.925
1597,92.70454545
1598,94.02272727
1599,113.8
1600,113.2909091
1601,111.96
1602,111.475
1603,110.1590909
1604,112.7045455
1605,112.2954545
1606,106.25
1607,107.4090909
1608,104.8863636
1609,104.3636364
1610,105.64
1611,103.8863636
1612,105.075
1613,108.4545455
1614,109.2045455
1615,110.475
1616,110.025
1617,108.7954545
1618,108.2
1619,106.9090909
1620,111.95
1621,111.7027027
1622,112.4814815
1623,111.2619048
1624,106.4
1625,107.64
1626,107.1
1627,105.8636364
1628,105.3636364
1629,106.7
1630,107.9090909
1631,110.7674419
1632,111
1633,110.2264151
1634,109.6818182
1635,110.8918919
1636,123.15
1637,121.9545455
1638,124
1639,122.775
1640,122.16
1641,123.4727273
1642,121.7
1643,115
1644,116.3030303
1645,117.1818182
1646,114.6181818
1647,115.86
1648,116.5681818
1649,121.2692308
1650,119.2962963
1651,120.6136364
1652,118.85
1653,121.4772727
1654,120.1136364
1655,117.7317073
1656,121.9333333
1657,122.45
1658,121.9677419
1659,122.9090909
1660,127.1590909
1661,125.36
1662,126.6
1663,123.5227273
1664,124.75
1665,126.0909091
1666,125.4909091
1667,96.775
1668,96.28
1669,97.54545455
1670,98.275
1671,97.02272727
1672,95.7
1673,97.725
1674,103.225
1675,104.4545455
1676,105.22
1677,102.68
1678,103.8909091
1679,102.1
1680,103.3863636
1681,102.4545455
1682,100.6590909
1683,99.325
1684,101.8863636
1685,98.78
1686,101.3818182
1687,100.0363636
1688,106.0909091
1689,107.3
1690,105.5454545
1691,106.725
1692,106.28
1693,104.9454545
1694,105.675
1695,102.2363636
1696,104.3
1697,101.7272727
1698,103.0454545
1699,103.7
1700,99.9
1701,101.1818182
1702,100.8363636
1703,100.2954545
1704,101.525
1705,98.925
1706,100.98
1707,98.48
1708,99.72727273
1709,103.3272727
1710,105.86
1711,105.4
1712,102.7045455
1713,104.0681818
1714,104.74
1715,103.5454545
1716,110
1717,108.82
1718,107.5272727
1719,108.15
1720,109.4772727
1721,106.9318182
1722,108.9818182
1723,112.3913043
1724,111.4375
1725,110.5
1726,111.0357143
1727,109.1136364
1728,110.35
1729,108.5818182
1730,109.88
1731,111.0363636
1732,109.3
1733,108.0227273
1734,112.78125
1735,111.7045455
1736,110.1590909
1737,112.4
1738,111.35
1739,110.9
1740,109.6363636
1741,112.0612245
1742,122.6
1743,121.1428571
1744,121.95
1745,123.2727273
1746,122.875
1747,124
1748,125.7045455
1749,126.95
1750,126.46
1751,125.1090909
1752,127.6727273
1753,124.6136364
1754,125.875
1755,120.3333333
1756,121.1020408
1757,120.8181818
1758,121.7954545
1759,121.4761905
1760,126.2545455
1761,122.4363636
1762,124.9818182
1763,123.66
1764,122.975
1765,124.3181818
1766,123.8181818
1767,129.7818182
1768,126.7045455
1769,129.25
1770,128.075
1771,127.48
1772,128.7272727
1773,128.1590909
1774,122.725
1775,122.16
1776,123.4545455
1777,120.8909091
1778,120.4210526
1779,122.8409091
1780,121.65
1781,126.5454545
1782,125.275
1783,126.0181818
1784,124.74
1785,127.3454545
1786,124.125
1787,125.4318182
1788,108.1454545
1789,108.975
1790,107.6818182
1791,107.1636364
1792,108.44
1793,106.5909091
1794,107.875
1795,105.7090909
1796,106.425
1797,102.6
1798,103.8409091
1799,105.1590909
1800,104.6363636
1801,102.06
1802,101.175
1803,103.18
1804,101.8545455
1805,100.64
1806,101.2954545
1807,100.05
1808,99.56
1809,108.04
1810,107.55
1811,108.7954545
1812,110
1813,106.94
1814,109.48
1815,107.3636364
1816,105.4909091
1817,106.7454545
1818,104.8636364
1819,103.625
1820,106.25
1821,104.3818182
1822,102.28
1823,103.5454545
1824,104.74
1825,102.9636364
1826,104.24
1827,101.74
1828,102.4090909
1829,108.7777778
1830,109.6
1831,108.3666667
1832,109.2291667
1833,118.969697
1834,119.6956522
1835,118.6
1836,119.1428571
1837,110.8
1838,110.7407407
1839,111.8285714
1840,119.98
1841,118.7636364
