id,x,y,BIO4,BIO8,BI12,BI18,ALTI,BIO1,BI15,BIO2
1135,26.212,69.753,9198.675,95.175,437.5,178.875,324.0095622,-26.675,43.125,89.075
1136,26.212,69.907,8971,86.325,470.075,186.025,515.4423269,-32.7,39.325,87.875
1137,26.661,69.907,8503.227273,92.38636364,441.9318182,176.7727273,306.6319656,-20.59090909,40.93181818,85.06818182
1138,26.212,70.061,8773.4,76.4,507.3,194.9,615.7363586,-40.2,36.03333333,86.86666667
1139,26.661,70.061,8304.575758,84.3030303,470.3636364,183.1515152,481.2040049,-26.45454545,37.78787879,84.24242424
1140,27.11,70.061,7775.666667,86.60606061,453.0606061,176,342.6637726,-15.78787879,38.15151515,81.06060606
1141,28.009,69.596,7675.613636,86.72727273,448.8409091,175.6363636,276.8022671,-7.613636364,39.34090909,76.65909091
1142,27.559,69.753,7824.681818,87.59090909,448.3409091,177.25,285.976059,-13.13636364,39.88636364,79.45454545
1143,28.009,69.753,7410.613636,84.04545455,458.1136364,176.4545455,290.2334499,-8.181818182,37.68181818,75.75
1144,27.11,69.753,8263.795455,95.97727273,428.4545455,173.5454545,244.4264781,-14,42.20454545,82.77272727
1145,27.559,69.907,7534.659091,83.65909091,449.8409091,174.75,262.5687103,-10.54545455,38.40909091,78.31818182
1146,28.009,69.907,7110.454545,87.34090909,447.4772727,169.3636364,199.5028381,-1.909090909,36.77272727,74.72727273
1147,27.11,69.907,7993.386364,92.81818182,434.75,172.5454545,242.4105911,-12.84090909,40.36363636,81.81818182
1148,29.823,70.105,5992.166667,87.83333333,506,166.5,102.8743439,9.75,27.16666667,57.75
1149,30.132,70.114,5866,90,508.6666667,162.3333333,19.32890612,13,25.66666667,55
1150,29.356,70.214,6071.227273,80.02272727,519.2954545,174.6136364,222.3448512,0.840909091,27.65909091,61.86363636
1151,29.805,70.214,5949.772727,74.97727273,554.0909091,180.0681818,366.3215332,-2.863636364,24.95454545,57.88636364
1152,30.231,70.22,5744.617647,84.58823529,535.3235294,165.5294118,197.6115085,8.823529412,23.17647059,53.41176471
1153,30.254,70.365,5620.15,76.975,569.75,170.825,272.6074715,2.3,20.625,52.575
1154,30.702,70.364,5463.463415,77.7804878,565.3658537,164.6829268,165.2260259,6.756097561,18.75609756,48.14634146
1155,29.805,69.596,6627.522727,88.93181818,479.5681818,177.8863636,176.6100082,4.886363636,35.45454545,62.02272727
1156,29.356,69.596,6812.431818,89.22727273,474.5681818,176.2727273,113.560674,3.431818182,35.45454545,65.75
1157,30.67,69.736,6254.030303,83.78787879,528.7878788,174.7575758,149.4067968,3.181818182,26.45454545,54.36363636
1158,30.272,69.744,6290.666667,87.83333333,500.1333333,173.5333333,65.57824816,7,30.63333333,57.06666667
1159,29.789,69.733,6439.285714,89.71428571,481.1785714,173.5357143,89.26358922,7.5,33.39285714,60.82142857
1160,29.657,69.883,6312.111111,86.66666667,495.6666667,173.7777778,174.8765182,5.555555556,31,61
1161,30.704,69.607,6441.272727,82.54545455,530.9090909,179.2727273,222.2826487,0.212121212,27.51515152,55.63636364
1162,28.458,69.439,7528.5,91.8,446.0666667,172.6,159.5454877,-0.833333333,38.63333333,73.96666667
1163,29.356,69.439,7009.606061,88.57575758,476.030303,179.8484848,187.68765,0.878787879,36.51515152,66.78787879
1164,28.907,69.439,7242.848485,90.15151515,462.5454545,176.2424242,157.5340296,0.272727273,37.3030303,70.45454545
1165,28.458,69.596,7317.625,90,451,172.6,185.2026952,-0.6,37.675,73.125
1166,28.907,69.596,7037.454545,91.11363636,459.0454545,172.3636364,124.9645042,3.159090909,36.27272727,69.47727273
1167,29.356,69.753,6593.454545,89.79545455,475.2272727,172.4772727,145.8356781,5.818181818,33.75,64.47727273
1168,28.907,69.753,6816.636364,87.54545455,471.5227273,173.8409091,200.1175715,1.545454545,34.54545455,68.45454545
1169,28.009,69.122,8347.886364,96.13636364,424.3181818,171.2954545,123.5054512,-3.75,42.45454545,79.06818182
1170,27.11,69.122,9176.954545,104.9318182,409.5,171.9318182,208.5617371,-13.75,46.5,85.75
1171,27.559,69.281,8548.409091,96.61363636,421.6136364,172.7727273,198.4744297,-10.20454545,43.65909091,81.77272727
1172,28.009,69.281,8111.818182,93.43181818,430.0909091,171.9318182,163.8491573,-4.636363636,41.63636364,78.27272727
1173,28.009,69.439,7901.363636,89.48484848,440.8484848,174.5151515,218.9412422,-6.757575758,40.51515152,77.42424242
1174,27.559,69.439,8323.484848,92.54545455,429.3030303,174.2424242,252.1042353,-11.36363636,42.78787879,81
1175,27.559,69.596,8098.113636,91.04545455,440.9772727,176.9545455,276.6729151,-13.09090909,41.56818182,80.27272727
1176,29.193,69.148,7421,96.44444444,451.2222222,174.2222222,81.81361459,5,39,70
1177,29.283,69.299,7197.24,93.12,460.68,176.32,151.0572708,3.84,37.88,68.32
1178,29.783,69.455,6796.111111,93.25925926,461.8888889,175.3333333,113.7461243,7.703703704,37.62962963,63.18518519
1179,30.225,69.613,6473.625,90.3125,483.125,174.5,98.48109436,7.625,33.75,58.5625
1180,28.424,68.972,8193.806452,94.80645161,442.9354839,176.0645161,151.6640701,-3.580645161,40.80645161,76.90322581
1181,28.906,69.122,7653.75,93.47727273,455.1818182,177.2272727,152.1934166,-0.159090909,39.18181818,72.52272727
1182,28.458,69.122,7963.9,94.65,441.1,174.325,132.156573,-1.675,40.525,75.75
1183,28.458,69.281,7736,93.325,443.3,173.65,136.2953076,-1.125,39.675,74.725
1184,28.907,69.281,7442.159091,91.09090909,460.7727273,177.5681818,164.6986355,-0.636363636,38.27272727,71.43181818
1185,26.661,68.961,9663.840909,109.6818182,412.2272727,174.1590909,199.3204651,-17.5,46.61363636,89.43181818
1186,26.212,69.122,9846.6,100.7,434.625,184.55,364.2283732,-29.225,46.45,91.625
1187,26.661,69.122,9520.386364,101.8863636,428.6818182,180.8863636,318.448438,-23.56818182,46.11363636,88.93181818
1188,25.763,69.122,10157.84091,107,415.3409091,178.1363636,266.6995754,-26.68181818,47.97727273,93.77272727
1189,27.11,69.281,8952.159091,103.7272727,414.5227273,172.8636364,220.9094086,-14.22727273,45.18181818,85.04545455
1190,26.212,69.281,9714.4,100.175,428.3,181.775,341.212816,-27.875,46.675,91.15
1191,26.661,69.281,9337.5,102.8409091,418.5,176.3181818,289.8308292,-20.29545455,45.95454545,88.31818182
1192,28.009,68.636,8974.272727,106.3181818,443.0227273,179.9318182,210.12187,-10.59090909,42.47727273,81.63636364
1193,27.11,68.799,9582.954545,109,418.3181818,175.6363636,244.8996887,-16.43181818,46.31818182,87.13636364
1194,28.009,68.799,8792.477273,99.54545455,431.5909091,175.4772727,159.2368107,-7.545454545,42.95454545,80.77272727
1195,27.559,68.799,9273.818182,103.1590909,411.6363636,171.4318182,162.6184413,-10.15909091,45.5,84.02272727
1196,28.009,68.961,8579.090909,97.20454545,424.3181818,172.2045455,123.6087656,-4.795454545,43.02272727,79.88636364
1197,27.559,68.961,9036.931818,98.27272727,407.2727273,168.9772727,127.6494802,-7.931818182,45.5,83.18181818
1198,27.559,69.122,8795.704545,96.95454545,411.1590909,169.9090909,146.3168856,-8.227272727,44.81818182,82.5
1199,26.661,68.636,9909.295455,105.8863636,446.4545455,184.9545455,340.866389,-24.56818182,44.06818182,90.25
1200,26.212,68.636,10088.575,107.35,445.425,184.35,333.4197642,-25.575,44.075,92.35
1201,26.212,68.799,10028.6,110.375,423.325,178.075,256.1570002,-21.6,45.9,92.075
1202,26.661,68.799,9796.636364,109.3409091,423.2727273,177.6590909,236.6769613,-19.47727273,45.59090909,89.93181818
1203,25.763,68.799,10226.59091,107.4090909,436.4090909,182.2727273,312.9267635,-27.18181818,45.22727273,93.56818182
1204,27.11,68.961,9389.045455,106.5454545,405.8863636,170.6136364,167.7333781,-12.70454545,46.29545455,86.45454545
1205,26.212,68.961,9940.2,107.75,420.2,178.25,247.1394933,-23.175,46.7,91.95
1206,29.778,67.632,8812.675676,103.4054054,544.8648649,205.6216216,359.9024353,-14.40540541,34.91891892,77.40540541
1207,29.68,67.762,8720.230769,104.1538462,532.2307692,202.0769231,306.0840253,-12.30769231,35.38461538,76.84615385
1208,28.357,68.466,8806.956522,107.5217391,461.9565217,184.3478261,208.7758331,-9.173913043,40.82608696,80.13043478
1209,28.408,68.645,8612.551724,102.0689655,466.6551724,186.2758621,266.7420082,-11.34482759,40.37931034,79
1210,28.723,68.819,8179.875,94,462.25,182.625,202.0932635,-5.75,40,75.875
1211,28.458,68.799,8389.15,97.9,453,180.625,195.3672867,-6.6,40.875,77.75
1212,27.559,68.306,9630.636364,106.6818182,463.8863636,188.0227273,325.2395189,-20.02272727,41.77272727,86
1213,28.009,68.306,9243,104.3409091,478.0454545,191.5909091,325.9404818,-17.84090909,40.56818182,83.18181818
1214,27.11,68.306,9881.068182,110.7727273,452.8409091,183.7045455,288.1289605,-19.34090909,41.88636364,88.61363636
1215,27.559,68.472,9569.136364,108.3863636,444.3636364,182.7045455,265.0925395,-17.54545455,43.70454545,85.43181818
1216,28.009,68.472,9118.159091,109.8409091,446.6590909,180.7727273,219.8011074,-10.34090909,42.18181818,82.38636364
1217,27.559,68.636,9467.681818,106,420.6363636,175,183.3904215,-12.68181818,45.34090909,84.61363636
1218,27.11,68.636,9737.159091,109.5909091,428.0454545,178.6363636,282.0692724,-18.27272727,45.15909091,87.65909091
1219,26.212,68.14,10168.375,114.6,465.375,182.925,261.819809,-19.375,39.125,92.2
1220,26.661,68.14,10055.75,113.7045455,465.5909091,184,261.9240265,-18.79545455,39.34090909,91.11363636
1221,26.661,68.306,10031.13636,111.3636364,457.4545455,184.2727273,282.9907345,-20.79545455,40.95454545,90.81818182
1222,26.212,68.306,10153.075,111.9,458.375,183.625,284.2695313,-21.75,41.075,92.275
1223,26.661,68.472,9979.704545,110,446.7727273,182.8863636,306.7290141,-21.29545455,42.81818182,90.59090909
1224,27.11,68.472,9831.295455,109.7045455,441.3636364,181.7954545,283.7073822,-19.52272727,43.63636364,88.13636364
1225,26.212,68.472,10127.375,110.025,450.2,183.55,318.7407023,-23.275,42.425,92.35
1226,28.458,67.972,9105.825,107.6,496.7,194.45,301.1861064,-13.3,38.225,81.9
1227,28.874,68.106,8765.310345,104.8275862,499.8275862,195.137931,309.8921661,-11.86206897,38,78.96551724
1228,28.454,68.138,9008.7,103.725,498.15,196.1,329.3609873,-15.925,38.7,81.175
1229,28.407,68.302,8919.606061,101.5151515,494.030303,195.3939394,347.5977961,-16.75757576,39.24242424,80.75757576
1230,27.559,67.803,9728.681818,114.2272727,485.0227273,188.8863636,262.0895716,-14.34090909,37.86363636,87.20454545
1231,27.11,67.972,9926.772727,112.75,479.1136364,187.9318182,284.0966466,-18.18181818,38.45454545,89.40909091
1232,28.009,67.972,9403.136364,110.4772727,483.2045455,190.4318182,271.4505272,-14.02272727,39.13636364,84.34090909
1233,27.559,67.972,9700.090909,113,473.1363636,186.75,264.2156321,-15.04545455,39.25,86.93181818
1234,28.009,68.14,9331.431818,108.1818182,477,189.8636364,283.0030861,-15.11363636,40.02272727,83.81818182
1235,27.559,68.14,9673.522727,110.6363636,465.6590909,186.8409091,288.7728984,-16.95454545,41.06818182,86.5
1236,27.11,68.14,9915.045455,112.4772727,463.4318182,185.25,269.139211,-18.22727273,40.52272727,89.04545455
1237,29.356,67.632,8905.681818,106.1818182,532.8409091,202.5909091,292.9606459,-12.70454545,35.40909091,78.93181818
1238,28.458,67.632,9266.075,113.275,502.075,193.375,257.7948591,-9.85,36.925,83.075
1239,28.458,67.803,9193.125,109.875,500.825,194.6,301.6047007,-12.225,37.425,82.45
1240,29.356,67.803,8780.295455,106.75,518.7045455,198.5454545,247.3864721,-10.38636364,36.18181818,78.06818182
1241,28.907,67.803,8961.954545,109.8863636,504.5227273,194.5909091,263.3054784,-9.545454545,37.02272727,80.27272727
1242,28.907,67.972,8852.636364,107.5909091,500.6363636,194.5,282.2928874,-10.36363636,37.77272727,79.45454545
1243,29.298,67.963,8679.151515,105.1212121,513.5151515,197.7575758,280.9017639,-10.54545455,36.78787879,77.48484848
1244,27.559,67.461,9747.5,118.2045455,499.6590909,189.75,229.9821676,-10.86363636,35.65909091,87.97727273
1245,28.009,67.461,9539.272727,116.7727273,502.25,191.9090909,226.6182594,-9.75,36.09090909,85.72727273
1246,27.11,67.632,9927.204545,118.2272727,494.4090909,187.2272727,217.5872175,-13.04545455,35.25,90
1247,27.559,67.632,9741.295455,115.8409091,493.4318182,189.8409091,232.2557356,-13.04545455,36.75,87.65909091
1248,28.009,67.632,9508.090909,112.1136364,504,194.6590909,287.8217367,-14,36.88636364,85.34090909
1249,27.11,67.803,9934.636364,115.6136364,486.6363636,187.3863636,248.9557826,-15.61363636,36.75,89.75
1250,28.009,67.803,9464.159091,110.2272727,497.5681818,194.2954545,297.7849236,-15.18181818,37.93181818,84.90909091
1251,29.325,67.296,9106.459459,111.0810811,537.9189189,201.9189189,288.9083496,-10.35135135,34.2972973,80.51351351
1252,29.715,67.479,8921.954545,104.4545455,551,207.1818182,378.708079,-14.90909091,34.27272727,78.40909091
1253,29.219,67.145,9192.857143,114.8571429,534.7142857,199.6428571,258.9516805,-7.642857143,34,81.35714286
1254,28.458,67.288,9381.075,116.2,517.025,195.9,228.3898315,-8.7,35.2,84.025
1255,28.907,67.288,9233.409091,112.7045455,531.5,200.7954545,281.8159688,-10.43181818,34.79545455,82.22727273
1256,29.356,67.461,9012.75,107.8181818,538.5681818,203.5454545,319.4993998,-12.45454545,34.77272727,79.79545455
1257,28.458,67.461,9324.65,115.55,506.95,193.725,231.0550995,-8.5,36.1,83.575
1258,28.907,67.461,9151.272727,111.1590909,524.8409091,199.5909091,299.1984126,-10.90909091,35.47727273,81.63636364
1259,28.907,67.632,9065.363636,111.3409091,511.8863636,196.1363636,244.4401466,-9.454545455,36.27272727,80.88636364
1260,26.661,67.114,9957.431818,121.3181818,533.5454545,190.7954545,228.9746119,-10.86363636,30.29545455,91.06818182
1261,26.212,67.288,10037.325,115.1,524.8,188.6,259.2473755,-13.325,31.225,91.35
1262,26.661,67.288,10002.43182,121.5909091,524.3181818,188.6818182,223.1408971,-11.09090909,30.81818182,91.70454545
1263,26.661,67.461,10027.93182,121.2045455,512.2727273,186.5227273,201.4631271,-11.63636364,31.70454545,91.77272727
1264,26.212,67.461,10071.625,118.05,508.525,185.15,226.3692551,-12.575,32.475,91.95
1265,27.11,67.461,9916.772727,118.9090909,506.6590909,189.0454545,218.815506,-12.38636364,33.81818182,90.02272727
1266,26.212,67.632,10115.425,118.55,500.275,185.475,249.3135664,-15.075,33.825,92
1267,27.559,66.939,9731.927273,123.6727273,516.5272727,191.0363636,183.6199765,-5.436363636,33.2,88.18181818
1268,27.11,67.114,9874.772727,121.4772727,521.5,190.7272727,232.9812902,-9.5,32.11363636,89.79545455
1269,28.009,67.114,9588.454545,119.4545455,517.0681818,194.1590909,202.2379169,-7.931818182,34.40909091,86.36363636
1270,27.559,67.114,9737.068182,123,508.0909091,189.2045455,172.14932,-6.295454545,33.75,88.15909091
1271,27.11,67.288,9896.613636,119.9318182,516.4772727,190.5227273,224.8883769,-11.20454545,32.72727273,90.02272727
1272,27.559,67.288,9742.159091,121.4090909,501.5,188.4772727,176.9695969,-7.818181818,34.68181818,88.06818182
1273,28.009,67.288,9562.045455,118.8636364,507.1363636,192.2272727,212.3775635,-8.022727273,35.13636364,85.95454545
1274,29.191,66.713,9388.857143,116.2857143,564.5714286,206.7142857,324.9388618,-9.428571429,32,83
1275,28.902,66.76,9418.659091,116.75,556.75,205.0227273,287.2902959,-9.045454545,32.34090909,83.72727273
1276,28.458,66.762,9516.725,119.35,545.6,201.85,244.9114812,-7.625,32.7,85.25
1277,28.458,66.939,9469.78,120.06,528.58,197.08,226.7556542,-6.22,33.7,84.82
1278,28.869,66.941,9356.148936,119.1489362,533.9148936,198.2978723,205.403523,-5.553191489,33.55319149,83.34042553
1279,28.458,67.114,9432.75,117.775,524.05,196.775,239.5740331,-7.9,34.425,84.5
1280,28.907,67.114,9292.25,116.9772727,529.1818182,197.9772727,226.9295807,-6.931818182,34.20454545,82.70454545
1281,27.11,66.584,9779.272727,126.0227273,530.2045455,191.9545455,199.8143005,-3.795454545,31.52272727,88.86363636
1282,27.559,66.584,9703.159091,125,529.8181818,194.1590909,186.1662259,-3.659090909,32.63636364,87.86363636
1283,27.559,66.762,9713.045455,124.7727273,522.7045455,192.1136364,178.1128565,-4.113636364,32.88636364,88
1284,28.009,66.762,9608.363636,123.3409091,527.5,195.1818182,186.9246635,-4.340909091,33.25,86.56818182
1285,27.11,66.762,9819.272727,123.0454545,534.5454545,193.9545455,247.4736557,-7.272727273,31.63636364,89.22727273
1286,27.11,66.939,9846.036364,121.7272727,530.1636364,192.9454545,243.3087175,-8.854545455,31.76363636,89.58181818
1287,28.009,66.939,9600.436364,121.6545455,522.5272727,194.7090909,197.402729,-6.072727273,33.8,86.52727273
1288,26.661,66.225,9695.981818,111.3090909,533.0727273,190.5454545,201.7691345,-1.2,31.50909091,88.01818182
1289,25.763,66.225,9625.327273,113.8181818,518.1636364,178.8727273,130.7715111,3.909090909,30.94545455,86.41818182
1290,27.11,66.225,9713.054545,125.1818182,534.5818182,193.6363636,186.0033188,-1.272727273,32.07272727,88.01818182
1291,26.212,66.405,9709.15,113.225,518.8,181.475,129.8833656,2.475,31.05,88.125
1292,26.661,66.405,9740.590909,115.1136364,526.5227273,187.6590909,162.5488942,-0.659090909,31.22727273,88.72727273
1293,25.763,66.584,9727.840909,112.7727273,520.3636364,178.4318182,140.0536067,1.568181818,30.63636364,88.02272727
1294,26.661,66.584,9797.636364,117.2954545,528.3636364,188.1818182,178.2513089,-2.931818182,30.97727273,89.09090909
1295,29.356,66.043,9549.818182,121.3863636,592.2045455,211.0227273,295.6566332,-6.409090909,29.56818182,83.52272727
1296,28.907,66.225,9500.545455,122.3272727,575.2363636,207.0181818,257.7608109,-4.927272727,30.58181818,84.47272727
1297,28.458,66.225,9576.68,121.38,570.76,207.56,289.422081,-6.6,31.26,85.68
1298,28.458,66.405,9556.175,120.95,561.675,205.25,265.7194646,-6.8,31.775,85.55
1299,28.907,66.405,9482.363636,120.6818182,568.5227273,206.0681818,271.6742401,-6.227272727,31.02272727,84.36363636
1300,28.907,66.584,9452.636364,118.7954545,561.9318182,205.3181818,281.0197415,-7.590909091,31.84090909,84.11363636
1301,28.458,66.584,9537.825,120.325,552.525,202.875,262.0040131,-6.975,32.15,85.4
1302,29.279,66.574,9417.892857,118.6428571,565.75,205.9642857,259.3839366,-7.464285714,31.60714286,82.96428571
1303,28.009,66.043,9636.068182,123.4090909,564.2272727,206.0227273,275.026226,-4.909090909,31.97727273,86.5
1304,27.559,66.225,9691.090909,123.2363636,552.8,201.9090909,238.4717178,-5.727272727,31.98181818,87.50909091
1305,28.009,66.225,9631.090909,123.0363636,556.2181818,203.4727273,269.5522976,-5.054545455,32.09090909,86.67272727
1306,27.11,66.405,9755.681818,126.4318182,533.8409091,193.4318182,195.3381602,-3.090909091,31.97727273,88.45454545
1307,27.559,66.405,9707.840909,122.6136364,547.4772727,200.2954545,230.6471812,-6.613636364,32.09090909,87.72727273
1308,28.009,66.405,9631.522727,122.6363636,549.2954545,201.4318182,268.2295113,-5.568181818,32.47727273,86.63636364
1309,28.009,66.584,9623.386364,124.0227273,535.3409091,197.0681818,203.4478747,-4.090909091,32.72727273,86.59090909
1310,29.805,65.86,9611.018182,122.6363636,585.2181818,210.5272727,272.4108734,-5.727272727,30.8,82.09090909
1311,29.778,66.039,9567,121.5,581.3421053,209.1842105,274.4509277,-6.342105263,30.76315789,82.15789474
1312,29.356,66.225,9505.618182,120.6545455,582.6727273,208.9454545,277.8389104,-6.654545455,30.25454545,83.36363636
1313,29.694,66.205,9517.318182,121.0454545,576.3636364,207.7272727,249.6366374,-6.272727273,30.86363636,82.09090909
1314,29.349,66.403,9454.952381,120.5714286,569.6666667,205.7857143,248.095164,-6.047619048,30.95238095,83.16666667
1315,28.458,65.676,9597.3,127.025,575.25,208.4,243.4513041,-0.95,31.425,85.3
1316,28.907,65.676,9586.386364,126.0909091,589.3409091,210.7727273,259.6330024,-2.181818182,30.25,84.45454545
1317,29.356,65.676,9617.977273,125.25,593.1818182,211.3636364,265.1101685,-3.340909091,29.88636364,83.31818182
1318,28.907,65.86,9565.563636,123.4727273,592.9454545,211.9272727,289.1463267,-4.672727273,29.96363636,84.63636364
1319,28.458,65.86,9592.74,125.18,574.24,207.82,253.2186788,-2.86,31.02,85.64
1320,28.458,66.043,9589.7,123.95,570.65,206.75,261.2308011,-4.05,31,85.725
1321,28.907,66.043,9533.090909,122.25,588.7272727,210.9545455,288.1315189,-5.659090909,29.93181818,84.65909091
1322,27.11,65.676,9595.613636,130.8636364,528.2954545,193.5,149.342297,5.090909091,33.40909091,86.90909091
1323,27.559,65.676,9626.977273,128.6136364,550.1818182,201.75,185.1483832,0.681818182,32.84090909,86.86363636
1324,27.559,65.86,9649.454545,127.1090909,550.1818182,201.3636364,184.8096466,-1.090909091,32.43636364,86.98181818
1325,28.009,65.86,9630.563636,124.2545455,567.9636364,207.4909091,272.7658348,-3.909090909,31.85454545,86.32727273
1326,27.11,65.86,9645.981818,128.4727273,533.2545455,194.4363636,179.1233393,2.236363636,32.8,87
1327,27.11,66.043,9680.840909,126.8409091,536.6818182,194.75,196.39505,-0.136363636,32.20454545,87.75
1328,27.559,66.043,9668.75,125.1818182,551.6590909,201.7954545,226.3792131,-3.477272727,32.36363636,87.13636364
1329,29.658,65.311,9698.307692,129.5384615,585.0769231,209.5384615,212.9883537,0.384615385,31,81.84615385
1330,29.682,65.502,9659.473684,126.7368421,587,210.8421053,234.0442759,-2.210526316,31.05263158,82
1331,29.764,65.694,9635.071429,124.3214286,588.1428571,211.0357143,275.2654441,-4.5,30.75,82.07142857
1332,29.356,65.86,9577.290909,123.6,593.9818182,211.1818182,282.2661591,-4.763636364,29.63636364,83.45454545
1333,26.212,65.303,9428.74,118.22,501.3,183.48,100.6785804,10.86,34.3,84.36
1334,27.11,65.303,9550.745455,129.1090909,527.4727273,194.6545455,123.1244253,8.036363636,33.98181818,85.98181818
1335,27.11,65.49,9576.181818,130.1136364,528.3409091,194.0227273,134.6696472,6.363636364,33.59090909,86.18181818
1336,26.661,65.49,9541.931818,116.4318182,516.0454545,188.7045455,118.8577728,7.954545455,33.88636364,85.86363636
1337,26.212,65.49,9474.275,117.95,502.325,182.2,99.59008408,10,33.6,84.9
1338,25.763,65.49,9408.613636,119.3636364,489.9090909,175.75,64.03509784,11.77272727,33.47727273,83.70454545
1339,26.661,65.676,9569.340909,115.8409091,520.8409091,189.2727273,142.5453966,5.681818182,33.11363636,86.18181818
1340,28.009,65.115,9603.854545,132.1818182,562.6545455,207.1272727,188.9143372,4.945454545,33.09090909,85.34545455
1341,27.559,65.115,9562.6,132.7090909,547.1636364,202.8909091,160.0309677,6.654545455,33.92727273,86
1342,28.009,65.303,9620.163636,130.9090909,562.0181818,206.3090909,193.1398913,3.181818182,32.67272727,85.69090909
1343,27.559,65.303,9595.454545,132.1090909,545.5272727,201.4727273,153.1420822,5.218181818,33.50909091,86.01818182
1344,28.009,65.49,9616.386364,129.5,561.6363636,205.5,204.9815884,1.727272727,32.31818182,86
1345,27.559,65.49,9617.113636,131.2727273,544.5681818,200.2954545,157.8016866,3.727272727,33.29545455,86.45454545
1346,28.009,65.676,9628.659091,126.1590909,567.8863636,207.6818182,259.4253108,-1.977272727,32.09090909,86.18181818
1347,29.711,65.141,9723.818182,130.0454545,589.5909091,211.5454545,232.9675852,0.636363636,31,81.13636364
1348,29.356,64.348,9716.672727,135.9818182,596.6545455,213.2909091,192.8640289,8.545454545,31.32727273,80.16363636
1349,30.18,64.305,9866.888889,118.6111111,598.2777778,212,197.3250122,6.277777778,31,77.5
1350,29.796,64.541,9791.571429,132.4761905,595.2380952,212.5714286,206.9030779,5.380952381,31.07142857,79.42857143
1351,29.795,64.721,9782.468085,133.6595745,592.6808511,212.0212766,204.5442225,3.914893617,31.12765957,79.78723404
1352,29.805,63.956,9793.931818,121.6818182,610.3636364,215.5454545,213.4345991,9.068181818,30.93181818,78.02272727
1353,30.22,63.967,9880.794118,119.7058824,611.2647059,214.4705882,210.5134294,7.588235294,30.70588235,76.52941176
1354,29.356,63.956,9699.75,134.3181818,610.4545455,217.1590909,204.9138641,10.29545455,31,79.06818182
1355,30.254,64.153,9889.1,118.2,607.66,214.06,221.4112434,5.66,31,76.86
1356,29.805,64.153,9797.981818,122.4363636,599.4181818,212.4727273,170.8093669,9.472727273,31.12727273,78.41818182
1357,29.805,64.348,9800.272727,125.7454545,595,211.4727273,178.6584269,7.872727273,31.05454545,78.81818182
1358,28.458,65.115,9619.46,130.8,579.42,211.04,211.8108241,3.02,32.08,84.5
1359,28.458,65.303,9618.26,128.5,581.34,211.1,243.9692756,0.52,31.72,84.92
1360,28.907,65.303,9637.509091,128.1818182,591.8363636,212.8545455,261.3098602,-0.290909091,30.67272727,83.85454545
1361,29.356,65.303,9662.109091,129.5636364,588.9454545,210.7454545,236.0124902,0.581818182,30.72727273,82.63636364
1362,29.356,65.49,9639.090909,127.3636364,590.4772727,211.1363636,251.5149155,-1.477272727,30.38636364,83
1363,28.907,65.49,9614.659091,127.7045455,588.25,211,244.5731074,-0.727272727,30.43181818,84.22727273
1364,28.458,65.49,9614.4,127.9,577.65,209.425,240.6350327,-0.2,31.25,85.125
1365,28.458,64.734,9617.22,134.72,577.16,210.86,196.1840541,7.44,32.3,83.66
1366,28.907,64.734,9658.581818,134.6,586.9818182,211.9818182,194.9339091,6.454545455,31.38181818,82.49090909
1367,28.907,64.925,9660.931818,133.0227273,586.4772727,211.2727273,210.6454247,4.681818182,31.29545455,82.90909091
1368,29.356,64.925,9705.431818,132.1818182,591.8636364,212.3636364,217.0794017,3.159090909,31,81.65909091
1369,28.458,64.925,9627.675,131.7,582.35,212.5,224.2063378,3.9,32.05,84.075
1370,28.907,65.115,9651.145455,130.1272727,590.5454545,212.9818182,250.1636683,1.745454545,31.05454545,83.36363636
1371,29.356,65.115,9694.618182,130.9818182,589.6545455,211.6,217.9320424,2,31,82.14545455
1372,28.009,64.734,9587.363636,130.5818182,579.4181818,214.4363636,238.3403149,4,33.4,84.72727273
1373,27.11,64.734,9462.745455,133.1818182,539.1454545,201.0909091,145.526385,10.4,34.87272727,84.90909091
1374,27.559,64.734,9542.254545,133.2909091,556.4545455,207.8727273,184.1024373,7.672727273,34.49090909,85.12727273
1375,27.559,64.925,9560.295455,133.6136364,548.9772727,204.3181818,154.7786407,7.681818182,34.27272727,85.68181818
1376,28.009,64.925,9598.25,130.8409091,572.2954545,211.3409091,220.6836891,3.931818182,33.13636364,85.04545455
1377,27.11,64.925,9502.113636,132.9772727,532.8636364,198.2272727,127.8016095,10.18181818,34.61363636,85.09090909
1378,27.11,65.115,9516.436364,131.8545455,529.2,196.2,125.6965879,9.509090909,34.36363636,85.6
1379,29.356,64.153,9717.327273,133.1636364,598.2727273,213.2181818,172.5898251,10.98181818,31.12727273,79.6
1380,28.458,64.348,9602.24,136.32,587.32,213.94,195.5425542,9.56,32.6,82.34
1381,28.907,64.348,9654.145455,136.3636364,595.6363636,214.5636364,205.4884644,8.745454545,31.76363636,81.34545455
1382,28.907,64.542,9664.113636,135.3409091,592.5,213.6590909,206.7294566,7.181818182,31.75,81.88636364
1383,28.458,64.542,9609.675,135.675,581.225,212.125,187.4220513,8.525,32.5,83.05
1384,29.356,64.542,9726.409091,135.2045455,595.8409091,213.5,204.4068604,6.295454545,31.22727273,80.68181818
1385,29.356,64.734,9716.454545,134.6181818,590.9090909,211.7272727,198.960701,5.581818182,31,81.21818182
